Case,Hs,Tp,Theta,Seed,a_x,b_x,c_x,a_y,b_y,c_y
4353,2,9,30,53,-3.3674891097590534,0.0022736025073474718,0.0010309824637422561,-3.337142811900318,0.0023230707482085546,0.0010100120840937123
4354,2,9,30,54,-3.3752247254226573,0.0014261819378148834,0.0009184765294482807,-3.367849310332421,0.002713601563080408,0.0009162541975504929
4355,2,9,30,55,-3.3734614014667668,0.0016149393374258589,0.0009257249478106615,-3.3483838595094917,0.004523666962890511,0.0009060084432072641
4356,2,9,30,56,-3.3755209924228566,0.00019866156909126764,0.0008037842493093181,-3.330804782193539,0.001033203208898271,0.0008065244466349858
4357,2,9,30,57,-3.374604997936325,0.0014717593557496517,0.001054962011706209,-3.3582751683162733,0.002941928127412315,0.0010214478791150013
4358,2,9,30,58,-3.3707737703555964,-8.875874536998154e-05,0.0009429250446317111,-3.3637598628393506,0.0021446013811595483,0.0009178011242392007
4359,2,9,30,59,-3.388248326729269,-0.00012114526865945321,0.0009657170533007307,-3.36029053474548,0.00019741311047154295,0.0009531241261870829
4360,2,9,30,60,-3.389303597087198,0.002605173624720847,0.0008120932363661782,-3.385757496284173,0.0035695752486277787,0.0008575897654506549
4361,2,9,30,61,-3.364087369498651,-0.003555486674638708,0.0009340713843468905,-3.3271026857028487,0.001372811126556392,0.0009372779866011925
4362,2,9,30,62,-3.3695108181031643,-0.0007796494963787191,0.0008521202728587467,-3.34263278540802,-0.0008320255879497793,0.0008473523391500503
4363,2,9,30,63,-3.395433397041716,0.0003716542699545933,0.0008229820233980742,-3.3771205323949713,0.0029889414530387933,0.0007780618257102372
4364,2,9,30,64,-3.3797287686509896,-0.000492035972925174,0.0009494022190698237,-3.34944182952592,0.003929240016223004,0.0009524394668274129
4365,2,9,30,65,-3.339858833388228,0.001861478696083939,0.0009967631465909565,-3.3233168645909448,0.001519035200167781,0.0009887724397570428
4366,2,9,30,66,-3.3512721034510418,0.00047783906546247016,0.0009968203628263434,-3.326892701390351,0.0015297593798744287,0.0009823478357976546
4367,2,9,30,67,-3.3890632834089045,-0.0015024580603378865,0.0009435663854353068,-3.366329519265585,0.002851663862628563,0.0008705333562897006
4368,2,9,30,68,-3.3689014895747404,0.0005528734267334661,0.001068710479503546,-3.3399385510712434,0.0008680394894481176,0.0010753896103325947
4369,2,9,30,69,-3.384183503447078,-0.0011790171855673522,0.0008740894827792332,-3.3509272146667204,0.0008779071928355671,0.0008521026906090235
4370,2,9,30,70,-3.3650678246588384,-0.00032914442178703625,0.0010068084210190676,-3.3398262201807967,0.0025784913586698634,0.001002934367924719
4371,2,9,30,71,-3.370803918430904,0.0006716661500978228,0.0008742668256543589,-3.346903087199138,0.0007178190523129018,0.0008615709327145712
4372,2,9,30,72,-3.398242137224928,0.0017013229954294178,0.0010500595274117789,-3.3803072445149445,0.003976348295309602,0.0010729079560183076
4373,2,9,30,73,-3.3499236616963426,-0.0018455402954955982,0.001079241824556193,-3.340469774401209,-0.0006668610303568133,0.0010726264009938387
4374,2,9,30,74,-3.3661252171646514,0.0003211619644907434,0.001002580745697167,-3.3298658810485464,0.0003521046075549057,0.0009894350121308338
4375,2,9,30,75,-3.3739652601337444,0.0026023494614832525,0.0009374645761056071,-3.36033661374594,0.004383425572518902,0.0009225609523557266
4376,2,9,30,76,-3.3822046492564977,-0.0015464491050856052,0.0010213633940975412,-3.3598632670860957,0.0004920794768488633,0.001038206012054929
4377,2,9,30,77,-3.379785042813968,0.0003950432679299717,0.0009038903857200927,-3.3729076284469235,-1.126990655925177e-05,0.0009059646275441991
4378,2,9,30,78,-3.3552077230020787,-0.0007985876987786718,0.0009101749564728381,-3.3280515899064507,0.000743787112441798,0.0008919975911915471
4379,2,9,30,79,-3.346050205764699,0.0008623464890356589,0.0010023352573615579,-3.3191652867917996,0.004073404767459068,0.000985702223493124
4380,2,9,30,80,-3.366405385154856,0.0017715007494645144,0.0010446925515784947,-3.3446118248894647,0.0015404442072240836,0.001023796725834765
4381,2,9,30,81,-3.3675670210745743,-5.053944674323729e-05,0.001052740565330329,-3.337316327188454,0.0027245535599039706,0.0010378196189148206
4382,2,9,30,82,-3.363555439500161,5.178032529244974e-05,0.0009475598633608842,-3.3312098110628425,0.0001277692911230725,0.0009399299548248314
4383,2,9,30,83,-3.3707550643604214,0.002251811607985889,0.0007810763911191413,-3.3611449747939917,0.0023427929201593435,0.0007569904117850283
4384,2,9,30,84,-3.379441535761154,0.0007324645018993209,0.0009140563607352677,-3.3381550575150554,0.0026607192055849264,0.0009103043517537063
4385,2,9,30,85,-3.369498134448844,-0.00109380561832431,0.0008911423345232458,-3.3465279853337973,6.694946613870084e-05,0.0008751084724925683
4386,2,9,30,86,-3.3827128170378815,0.004398732163359516,0.0009040845974740688,-3.3653682433549728,0.004691375004376215,0.0009007599010666719
4387,2,9,30,87,-3.3796978795983588,-0.0027055030237317554,0.0009117686999529373,-3.364926930916886,0.0025831514043572743,0.0009246261160117167
4388,2,9,30,88,-3.3816772936560016,-0.000898505770299215,0.0009643785326932515,-3.363571485589216,-0.0015017241764735808,0.0009524528493772568
4389,2,9,30,89,-3.376891422589449,0.0018210629371799413,0.0010468686296514617,-3.3724695498661177,0.0027240299566533835,0.0010515136032984117
4390,2,9,30,90,-3.3810087002584397,-0.0011475646438576887,0.000788694784796909,-3.363794226975793,0.0019905915553570454,0.000810839754966148
4391,2,9,30,91,-3.3659152955091645,0.0022914911959363614,0.0008870911884324259,-3.3464428662622105,0.002038420723098007,0.0008860148914839167
4392,2,9,30,92,-3.376983410799534,0.0011764908107972378,0.0010684876287785957,-3.3655453816833774,0.0019816898861606995,0.0010367540935375323
4393,2,9,30,93,-3.361568939921454,0.0008406738750540673,0.000977675610398191,-3.330716947015988,0.002032643921901302,0.0009606711880331084
4394,2,9,30,94,-3.3580169924535705,-2.9145520367228317e-05,0.0008869078879064282,-3.3392578804183755,-0.00022735033370100105,0.0008736738875026613
4395,2,9,30,95,-3.391864045034662,0.0002691563938297594,0.0006204735509478655,-3.349247011563842,0.0017320130694028152,0.0006714283768176588
4396,2,9,30,96,-3.3559321602558216,0.0005465323400279023,0.0008559372779155757,-3.3685472333073876,0.0013224677890384567,0.0008811710111086583
4397,2,9,30,97,-3.3789581374300632,0.001471779038828326,0.0009822232005543196,-3.348930117916388,0.0010761860376023104,0.000965765183087996
4398,2,9,30,98,-3.3958535051614325,0.0016277627878194282,0.0009246646537858785,-3.3764337768057855,0.005164479570835984,0.0009346910234134323
4399,2,9,30,99,-3.3883584383116747,-0.002255083761722121,0.0010072696250714313,-3.356184790558304,-0.0011932483275697678,0.0009688786190247457
4400,2,9,30,100,-3.3568022323966087,0.0021484039205226955,0.0009253655807076554,-3.333357776591351,0.0023516385522622954,0.0009158018911817822
4401,2,9,40,1,-3.3739538767994315,0.0005664387547532679,0.0009077739556401178,-3.3441754495712566,0.0006724100619176774,0.000872116542082173
4402,2,9,40,2,-3.3662025557398096,-0.0003117443854981655,0.0010763721916465135,-3.343223834426843,0.0007807109636436558,0.0010649074146751743
4403,2,9,40,3,-3.368975731499042,-0.0005772858686204523,0.0009994725623797263,-3.333682595670965,0.0020725201699695454,0.0009619170858393899
4404,2,9,40,4,-3.3540690009739316,0.00010977320820876552,0.0010592356518681371,-3.3257139753591836,0.0006585262611068375,0.0010407484469294312
4405,2,9,40,5,-3.3479550954373076,0.0034195552071508385,0.0008369107930343545,-3.341865405541868,0.004132599234271144,0.0008668730711821268
4406,2,9,40,6,-3.3613000383320797,0.0017297409872833378,0.0003892361152887478,-3.347781783531316,0.006834578455289045,0.0004805083006372505
4407,2,9,40,7,-3.3777621596799836,-0.000974681981125605,0.0008161471671882146,-3.3539238094577137,-0.001044239915062659,0.0007963595029270193
4408,2,9,40,8,-3.370969834219461,0.001512525060711908,0.0009937452991160979,-3.3418980311948254,0.004363881502114348,0.0009717947847540384
4409,2,9,40,9,-3.352244523940634,0.0002855896929540389,0.0009271606901492258,-3.323329996355562,0.003639228898692476,0.000928875501449699
4410,2,9,40,10,-3.3580369872875835,-0.00031569929886312914,0.0009270620306913793,-3.3513700005037794,-0.0008447107299087605,0.0009277343181618355
4411,2,9,40,11,-3.3521871772932754,0.0007779258072626765,0.0010210951397524085,-3.3320117761388413,0.002367737532966675,0.001006923416637261
4412,2,9,40,12,-3.3898451501359887,-0.0021713705113043363,0.0009374027483417752,-3.352505695114925,-0.0009220246391424715,0.0008797390388392086
4413,2,9,40,13,-3.384847514481394,0.00021397953915953266,0.0010107437098690708,-3.361903843087332,0.000575612200233067,0.0009950050074448563
4414,2,9,40,14,-3.365916462921299,-0.0005146015754610174,0.0008271073803387554,-3.3395813475371354,0.0006093954125159471,0.000821974428627307
4415,2,9,40,15,-3.3886083287285658,-0.0020722386316234863,0.0007948700196989443,-3.364066538978647,-0.002708234138269254,0.000776945774309873
4416,2,9,40,16,-3.3819876719401223,-9.889636049662692e-05,0.0010358252782630755,-3.3582470532477005,0.0007540954880297312,0.001023155764283651
4417,2,9,40,17,-3.3771812579501406,0.0042227344416055045,0.0009167183933070861,-3.356932564857619,0.0046298064935310825,0.0009182095821875704
4418,2,9,40,18,-3.3817149810029004,0.0008533050835957883,0.0008474629063190721,-3.3553005224043626,0.0013562150757709594,0.0008304050222320803
4419,2,9,40,19,-3.3739599350395033,0.0009864902174745586,0.0009777243717456758,-3.3634298697935483,0.0017981175506372466,0.0009660720919103642
4420,2,9,40,20,-3.377588768273346,0.0007061183480817021,0.0009922079619064349,-3.3320909385604804,0.004121168433615357,0.000957046850450425
4421,2,9,40,21,-3.3630324440868726,-0.00086797658228423,0.0008300616545395986,-3.3365159723953353,-0.0007208433170038616,0.0008020772914711716
4422,2,9,40,22,-3.3799076822586636,0.003581874698756111,0.0008979629458041507,-3.357628477328408,0.0026770378551157275,0.0009216124519970553
4423,2,9,40,23,-3.3502277284363164,0.0009372182493956199,0.0008261842490164111,-3.3360470027778586,0.006782767810550265,0.0008335254849665755
4424,2,9,40,24,-3.3640961312186564,0.0,0.0011290085289983871,-3.334068827445617,0.0009136929733099834,0.0011401486959718632
4425,2,9,40,25,-3.3730049926446526,0.003955642182456884,0.0010516750078566912,-3.3562000835453634,0.003415136122505427,0.001051339708587206
4426,2,9,40,26,-3.3727419173249107,-0.0010395641670763209,0.0008096373228234188,-3.3306014510950206,0.0022024127311547344,0.0008158699746509241
4427,2,9,40,27,-3.3524494533723646,0.00015445152188014652,0.0008997708432053099,-3.3290662204284724,0.00030767410712424315,0.0008765940182322736
4428,2,9,40,28,-3.372048758450166,0.0011373449129007556,0.0008860281338632702,-3.3742951602325504,0.001763105980939126,0.00089883117124872
4429,2,9,40,29,-3.359956153461675,0.00015478642443804598,0.0008876343259410607,-3.3482805586134874,0.0028150345095309796,0.0008879708056546442
4430,2,9,40,30,-3.373987794869749,0.0009674640622268821,0.0009716308848036476,-3.3482815115347773,0.0010816904799650158,0.0009657128120713157
4431,2,9,40,31,-3.371365831628293,0.001116327819169983,0.0009100011554263028,-3.368615560960304,0.0027004653484323845,0.0009121971270534463
4432,2,9,40,32,-3.356564700234093,-0.0002674582242475209,0.001028241001769958,-3.3430899869739195,0.0020887489285034496,0.0009978484605637065
4433,2,9,40,33,-3.3783839498518913,-0.0016091160630539118,0.000936479925821564,-3.35378646249912,-0.0016798901019338245,0.0009204244853261657
4434,2,9,40,34,-3.3785650496015798,0.0015674812682969959,0.0008904793672671386,-3.348945347663761,0.0036688707480535348,0.0008647854206870974
4435,2,9,40,35,-3.38160406135513,0.0006166116726111675,0.0010837202164369895,-3.357513164879368,0.0033198165489660408,0.0011013449857096439
4436,2,9,40,36,-3.3717534167384495,0.00048671364981368463,0.0009402839812439227,-3.3528183597197683,0.0004912265145127132,0.0009208778952726154
4437,2,9,40,37,-3.3629596763066654,0.0028491291787233236,0.0008843692677494488,-3.354752833201907,0.003889680452309687,0.0008818041833935628
4438,2,9,40,38,-3.3671825469787295,-0.0018125897453109472,0.0009578591963351848,-3.353018829349558,0.00014362957980814577,0.0009530480870543302
4439,2,9,40,39,-3.350859869768901,0.0006549506739625213,0.0010164523942481792,-3.3325794395490087,0.0011758654757990845,0.001009090284202015
4440,2,9,40,40,-3.3798534369294098,6.482037973885282e-05,0.0008362022379021751,-3.3503363556498744,0.0011666859037637151,0.0007952316520438515
4441,2,9,40,41,-3.3709784134437233,-0.00027607589702214935,0.0009632524031532106,-3.3448859905285215,0.0013283929208201034,0.0009653209778878154
4442,2,9,40,42,-3.3811897051793176,0.0002850725677867055,0.0009195291865270192,-3.3581185780369984,-0.00016211709856759303,0.0009084619944840357
4443,2,9,40,43,-3.350814717708861,0.0008197404516912289,0.0009405976947393694,-3.356706001233587,0.0025637477848459507,0.0009385941193523219
4444,2,9,40,44,-3.3873929497243416,0.0003118824821087163,0.0008561804642399744,-3.350380833544896,0.0009583501142853319,0.0008705568389072246
4445,2,9,40,45,-3.3823954317094227,-0.0005659957108759097,0.0009880073588508812,-3.3570938044958054,-0.0005031922394086552,0.0009715389006410937
4446,2,9,40,46,-3.396083977753346,0.00018201079002423833,0.00102510754594261,-3.375015570568617,0.002372307255788234,0.0009843587455945673
4447,2,9,40,47,-3.385078316140336,-0.000476794050381684,0.0008842577552402557,-3.361573993025904,0.0019170884896617646,0.0008938440322139181
4448,2,9,40,48,-3.3808721819886043,0.002050726609625955,0.0010083662854554615,-3.3470484657486193,0.0010625567824352673,0.0009953645974138579
4449,2,9,40,49,-3.383534389964979,-0.0009560069875753721,0.0008802483398697528,-3.3745008237017284,0.0019274307308384635,0.0008788635326752183
4450,2,9,40,50,-3.3773164558955435,-0.0015282001434473028,0.0008674317041537539,-3.352136331676207,0.00025309146208618485,0.0008810482939835009
4451,2,9,40,51,-3.3708567644038894,0.0010097355105410347,0.0007596180012122533,-3.3598568543054346,0.0014239529007697136,0.0007627570601786194
4452,2,9,40,52,-3.3727494877821806,-0.00028236171802725686,0.001048220671463693,-3.3671560020978863,0.003604315453803019,0.0010546023578389507
4453,2,9,40,53,-3.367494074940805,0.002273343230109987,0.001031936205329769,-3.3371410762269047,0.0023236498297704447,0.0010108852935847151
4454,2,9,40,54,-3.3752261516246724,0.0014250115359689607,0.0009196363514292526,-3.3678386589845983,0.0027136984159293284,0.0009173932062047606
4455,2,9,40,55,-3.373476481800202,0.0016137667049576914,0.0009267252582464188,-3.3483752427051208,0.0045228588318719926,0.0009069412851285489
4456,2,9,40,56,-3.375538140013181,0.00019900230774149515,0.0008047931380469734,-3.330811510659711,0.0010341300343375786,0.00080748713533531
4457,2,9,40,57,-3.3746235341906243,0.001471173438782918,0.0010561354441499964,-3.3582697418456324,0.00294105724137222,0.001022547010145852
4458,2,9,40,58,-3.37076933099038,-9.037515858173343e-05,0.00094411519339463,-3.3637416189235645,0.0021444167970006266,0.0009189416906118619
4459,2,9,40,59,-3.3882559741159812,-0.0001205532037654247,0.0009666838035447981,-3.360295342645479,0.00019795750051408798,0.0009540110190464012
4460,2,9,40,60,-3.3893005370337974,0.0026042985567811317,0.0008131891077867012,-3.3857484732331584,0.003569628130086495,0.00085860877967542
4461,2,9,40,61,-3.364116550750314,-0.003554880067018695,0.0009350696527402765,-3.3271058765869905,0.001370689257958788,0.000938187922998449
4462,2,9,40,62,-3.369512644249375,-0.0007786627595072679,0.0008531931289356347,-3.3426338483639095,-0.0008310720339997286,0.0008483957006414284
4463,2,9,40,63,-3.3954397255743793,0.00036997074452312963,0.0008242065492825058,-3.3771118795750215,0.0029882565457296797,0.0007792534985955656
4464,2,9,40,64,-3.3797464615868273,-0.0004932498853584405,0.0009503152097747779,-3.3494375199396442,0.003927228048353468,0.0009532927084530355
4465,2,9,40,65,-3.3398574162656716,0.0018618685069445827,0.0009977802434259122,-3.3233078160439105,0.001520268957735168,0.0009897265306944006
4466,2,9,40,66,-3.351288479434897,0.0004779116787208403,0.0009977287727635214,-3.326890429642321,0.0015299069465643494,0.000983168118724922
4467,2,9,40,67,-3.3890756224360854,-0.001503028901638095,0.000944803356629151,-3.366320398985282,0.002850284982892866,0.0008717032182645312
4468,2,9,40,68,-3.368908071056408,0.0005535101647140635,0.0010698552450273883,-3.3399389526225844,0.000869023365260922,0.0010765191961579351
4469,2,9,40,69,-3.3841983415316803,-0.0011785952681563731,0.000875139653154053,-3.35093394895511,0.0008770456181245726,0.0008531143665445542
4470,2,9,40,70,-3.3650817162380586,-0.0003301177783415198,0.0010077724038342413,-3.3398176693907473,0.002578150630862716,0.0010038137563655324
4471,2,9,40,71,-3.370812196961675,0.000672317972728804,0.0008752953459309233,-3.346906585904816,0.0007182956514720803,0.0008625154348996482
4472,2,9,40,72,-3.398244573971895,0.0017001343725353817,0.001051171834619112,-3.380300242217238,0.00397594048061836,0.0010739852931710755
4473,2,9,40,73,-3.349922992019974,-0.0018452908823903057,0.0010802469941969214,-3.340459230454089,-0.0006663148588042485,0.0010735691373178623
4474,2,9,40,74,-3.3661299458413656,0.00032188654795561,0.0010034696763714672,-3.3298662194105333,0.0003527841456998752,0.0009902292786614427
4475,2,9,40,75,-3.3739774795325936,0.002600555489032967,0.0009385838606959665,-3.3603214116013884,0.004383383263619659,0.0009236222405459467
4476,2,9,40,76,-3.3822094747886116,-0.001546328449086967,0.001022372434233832,-3.359866089099592,0.000491964751519116,0.0010391543186777236
4477,2,9,40,77,-3.3797777132753053,0.00039583611157925495,0.0009049111311896143,-3.3728978353192143,-1.1046085083568353e-05,0.0009069379866520873
4478,2,9,40,78,-3.3552215628835294,-0.0007981141159009805,0.000911117619112135,-3.328046093183213,0.0007438067197987766,0.0008928328871876779
4479,2,9,40,79,-3.3460636010589,0.0008615937811258897,0.0010034403418116144,-3.3191565923124906,0.004073710068666877,0.0009867803432363704
4480,2,9,40,80,-3.366407209985229,0.0017720787742115326,0.0010456840307630664,-3.3446094874475363,0.001541138909775628,0.0010247289131053183
4481,2,9,40,81,-3.3675713565127587,-5.221138383016376e-05,0.0010537717749757305,-3.3373096375773503,0.002723692966084588,0.0010387996209590819
4482,2,9,40,82,-3.36356374057214,5.2433839071894706e-05,0.0009485547421741588,-3.331212280390273,0.00012885794458409336,0.0009408566565337803
4483,2,9,40,83,-3.37075052353826,0.0022518278170256083,0.000782125792350792,-3.361133621083405,0.0023433490205417946,0.0007579785967175897
4484,2,9,40,84,-3.3794626009129316,0.0007313436479843136,0.0009149810658674434,-3.3381558060465,0.0026598712390491063,0.0009111565418199151
4485,2,9,40,85,-3.3695084567177287,-0.0010934694555576826,0.0008922602172762714,-3.3465258859193123,6.720024542091895e-05,0.0008761683810965047
4486,2,9,40,86,-3.3827105906851673,0.004397957658010672,0.0009051212829667091,-3.3653565304651525,0.004692276175625378,0.0009017562783801194
4487,2,9,40,87,-3.37971958858645,-0.002706283641840055,0.0009129301871022176,-3.36491762894892,0.002581617065296897,0.0009257226910122729
4488,2,9,40,88,-3.3816761237842923,-0.0008978120500982634,0.0009654533485865124,-3.3635667496132515,-0.0015011651919738468,0.0009534848880846704
4489,2,9,40,89,-3.3768827934982113,0.0018205520578478069,0.0010480154011947309,-3.3724557799632793,0.002724306146130645,0.0010525960397378877
4490,2,9,40,90,-3.381014502254799,-0.0011485356421379793,0.000789891026642519,-3.3637833014756313,0.0019893773428847437,0.0008119980861323152
4491,2,9,40,91,-3.3659136440362416,0.0022919378983759014,0.0008881440716201898,-3.346435679966313,0.002039261501903894,0.0008870100061577875
4492,2,9,40,92,-3.3769884146834763,0.0011764981182806594,0.0010698175966370631,-3.3655385702166023,0.001981976459175543,0.0010380379156496198
4493,2,9,40,93,-3.361579950077012,0.0008401132621021646,0.0009785981058280627,-3.3307099191061007,0.002033198058348043,0.0009614985948534624
4494,2,9,40,94,-3.358018585206148,-2.824664873122987e-05,0.0008878795667750178,-3.3392537297550717,-0.00022641090227783938,0.0008745717747043908
4495,2,9,40,95,-3.391876218482237,0.0002689819018157263,0.0006214991851577111,-3.34924568306775,0.0017315519505825547,0.0006724117570748305
4496,2,9,40,96,-3.3559286611219235,0.0005456050662888934,0.0008568456685849112,-3.368520543648892,0.001323069645711404,0.0008819761319451486
4497,2,9,40,97,-3.3789605424001614,0.0014724493432259694,0.0009832310512131192,-3.3489310773384986,0.001076889679547991,0.0009666946912951775
4498,2,9,40,98,-3.3958704455862074,0.0016253279826191022,0.0009256471695017563,-3.3764231396698468,0.005163250858838513,0.0009355954556018549
4499,2,9,40,99,-3.3883677312147995,-0.0022542331622829063,0.0010082806544686055,-3.356194077506268,-0.0011932703164003705,0.0009698315697912528
4500,2,9,40,100,-3.3567980488135647,0.0021488240238309348,0.0009263948364818485,-3.333354166634811,0.0023523812967706018,0.0009167765777377353
4501,2,9,50,1,-3.37396456566422,0.000566676626820575,0.000909064131865383,-3.3441736829846636,0.0006733885208452453,0.0008733112129113797
4502,2,9,50,2,-3.3662098631320214,-0.0003118746122839581,0.0010775954147677711,-3.3432145144633445,0.0007805326505989953,0.0010660186754408137
4503,2,9,50,3,-3.369016588889881,-0.000575842610311594,0.0010006178599875108,-3.333686087061434,0.0020711816156362443,0.0009629174142286047
4504,2,9,50,4,-3.3540722328226167,0.00011050469263112084,0.0010603799885209335,-3.3257159171278254,0.000659200836134786,0.0010417273318608132
4505,2,9,50,5,-3.347964442742418,0.003418024096990852,0.0008381043388056798,-3.3418438176430523,0.004132765329565719,0.0008679612902668414
4506,2,9,50,6,-3.361312835531174,0.001727276402256249,0.00039074620385073553,-3.3477609046238745,0.006833919657460654,0.0004819864848516495
4507,2,9,50,7,-3.3777578259329757,-0.0009738652030234045,0.0008174283106881426,-3.353916228315877,-0.00104338562398998,0.0007975322398615979
4508,2,9,50,8,-3.370997884531583,0.0015109617035805056,0.0009950995575444218,-3.3418982584520043,0.004362269102283911,0.0009730861730026423
4509,2,9,50,9,-3.3522840638024145,0.000283783362284194,0.0009283165359213206,-3.3233078387688195,0.003639996745232248,0.0009298748419220852
4510,2,9,50,10,-3.358031366009593,-0.0003144542027282495,0.0009283457155839221,-3.3513609954905172,-0.0008438962827068626,0.0009289318325232487
4511,2,9,50,11,-3.3521943575305166,0.0007771690335165355,0.001022491845633028,-3.331997093310676,0.0023675924570755744,0.0010082156834374312
4512,2,9,50,12,-3.389857005104212,-0.002171216752180254,0.0009386409596611029,-3.352515321982084,-0.0009222788302685041,0.0008809117544522158
4513,2,9,50,13,-3.3848515510076145,0.0002144378417764496,0.001012167818776333,-3.3619015470455675,0.0005761464172108289,0.0009963956760252308
4514,2,9,50,14,-3.3659234365345587,-0.0005147566835545238,0.0008283416908002391,-3.3395729182242104,0.0006092995043541598,0.0008231060778051903
4515,2,9,50,15,-3.3886160820054414,-0.0020714894890405677,0.0007962165964483787,-3.364067457972159,-0.002707387169414654,0.0007782601368375784
4516,2,9,50,16,-3.3819935597771726,-9.872032518137581e-05,0.0010370821382092168,-3.3582450359804445,0.0007543690213177433,0.0010242921466528895
4517,2,9,50,17,-3.3771848661472452,0.004221913976737677,0.0009180289861893173,-3.3569263606346835,0.00462972527454756,0.0009195037251470651
4518,2,9,50,18,-3.3817160928124173,0.0008538469544475693,0.0008489253135533118,-3.3552996278280656,0.0013577333463329893,0.0008318492252144855
4519,2,9,50,19,-3.37396942571613,0.000986729590090492,0.000978892240591394,-3.363411086975337,0.0017981378751123027,0.0009670697096316051
4520,2,9,50,20,-3.377618804334966,0.000705400156185992,0.0009936463975209605,-3.332099499857718,0.004119756216164496,0.000958432666971632
4521,2,9,50,21,-3.363037459422595,-0.0008670469021544501,0.0008313379173537887,-3.3365180903162273,-0.0007197570277576201,0.0008032556109553946
4522,2,9,50,22,-3.3799059525875332,0.0035829414975013193,0.000899349354903762,-3.3576213470887,0.002678706947717078,0.0009229437648360385
4523,2,9,50,23,-3.350233376890799,0.0009337323030815439,0.0008274507355513521,-3.336026662948035,0.006781538614113714,0.00083468671278849
4524,2,9,50,24,-3.3641110437369215,0.0,0.0011301965838577802,-3.3340719403329326,0.0009147394112731086,0.0011412817747021547
4525,2,9,50,25,-3.3729993456601575,0.003955813775922963,0.0010528749138095303,-3.356187453419181,0.0034163303671989435,0.001052415752426383
4526,2,9,50,26,-3.372777234568649,-0.0010401177755810114,0.0008108663146549841,-3.3305922459325665,0.0022009844805033424,0.0008169852749913163
4527,2,9,50,27,-3.3524518400734022,0.00015532461754232032,0.0009009779652710012,-3.3290675754573487,0.0003084084947311004,0.0008776880074367021
4528,2,9,50,28,-3.372035351914437,0.0011368308373940197,0.0008872355389988726,-3.3742784465186526,0.0017634252349629095,0.0008999416554525564
4529,2,9,50,29,-3.3599780439979456,0.00015400927631892215,0.0008888670525638478,-3.3482658745575917,0.0028148274116148258,0.000889068903047169
4530,2,9,50,30,-3.3739879235794854,0.000968159082763108,0.0009728744278180584,-3.348278237552118,0.0010826846566840556,0.0009668387977163869
4531,2,9,50,31,-3.3713707894778118,0.0011160305875110876,0.0009113472367376135,-3.368601975266372,0.002700374153160065,0.0009134976208292002
4532,2,9,50,32,-3.356576839091233,-0.0002676138284422355,0.0010294853133313469,-3.343071510495878,0.002088766467092442,0.0009989866782590066
4533,2,9,50,33,-3.378385088910842,-0.0016079813552082474,0.0009377303737521502,-3.353785223138113,-0.0016788533993960537,0.0009215832821689123
4534,2,9,50,34,-3.3785803774423466,0.0015665105376233052,0.0008917497813396246,-3.3489497282851177,0.003669184787928931,0.0008659845884314136
4535,2,9,50,35,-3.381614131946369,0.0006153333260983766,0.0010849862158924647,-3.357503267897302,0.003319420695394075,0.0011025821675492696
4536,2,9,50,36,-3.371756967774987,0.0004873533016828213,0.0009415840159728041,-3.3528206097539237,0.0004920815166707804,0.0009221282369683572
4537,2,9,50,37,-3.3629597623498366,0.0028479233668027627,0.0008856753591526987,-3.3547354846328865,0.0038903319809062077,0.0008830172465917841
4538,2,9,50,38,-3.3671937469950994,-0.0018121217346216234,0.0009591658248933085,-3.3530068811557348,0.0001439548816424053,0.0009542318450338945
4539,2,9,50,39,-3.35086082874183,0.0006556601065897593,0.0010175970097765995,-3.3325763338947065,0.001176506052378074,0.0010101066727655943
4540,2,9,50,40,-3.3798736354763945,6.443398914593001e-05,0.0008375886643935731,-3.350335712355674,0.00116645268118593,0.0007965395078937978
4541,2,9,50,41,-3.3709866914069777,-0.0002755981728090772,0.000964691373962943,-3.3448842624108264,0.0013286735152298285,0.0009667570867120589
4542,2,9,50,42,-3.3811953149609764,0.0002860946051933986,0.0009208055984500798,-3.358111505599949,-0.00016132950951836835,0.0009096632423200241
4543,2,9,50,43,-3.3508060306300145,0.0008187279181125029,0.0009417324582584679,-3.3566869670077857,0.0025634626569211987,0.0009395651738734285
4544,2,9,50,44,-3.3874017251174346,0.00031215207546213936,0.0008574812773753616,-3.3503873783846223,0.0009585181089464799,0.0008718086565871304
4545,2,9,50,45,-3.3823980281983532,-0.0005648290540407467,0.0009893592872114228,-3.357094809639254,-0.0005019123502421987,0.0009728597787395689
4546,2,9,50,46,-3.3960943496194185,0.00018124605964654522,0.0010263127016033927,-3.3750104064700412,0.002372342678404196,0.000985496482905932
4547,2,9,50,47,-3.385083935203401,-0.0004766325760072467,0.0008857860625667455,-3.3615736811898618,0.0019176468683087167,0.0008953699015447991
4548,2,9,50,48,-3.380890775836049,0.002051543561895155,0.0010095771079133638,-3.3470521624311145,0.0010631098799426103,0.0009964555499075752
4549,2,9,50,49,-3.383546902791037,-0.0009574267473152863,0.0008816225030632001,-3.374482399287952,0.001926806319628174,0.0008801568186721997
4550,2,9,50,50,-3.377328353145348,-0.0015272913427812843,0.0008688808537502474,-3.352134722777359,0.00025315844835762714,0.0008824817735946068
4551,2,9,50,51,-3.3708496614304932,0.0010098017136515275,0.0007608106244680968,-3.35984477636893,0.001424337409774954,0.0007638217802924715
